 98  97  80  89  92  95  94  81  92  92  94  91  79  72  97  93  96  86  71  96  97  87
 99 100  92  91  96  91  85  89  91  80  70  88  62  92  83  87  90  68  90  89  99  86
 88  94  99  83  99  95  87  86  97  80  88  69  91  86  96  82  99  93  76  79  86  81
 93  68  90  96  98  75  86 100  71  85  67  75  79  92  99  83  97  98  95  96  99  70
100  86  74  95  53  85 100  98  75  87  83  89  89  97  94  83  95  92  95  90 100  94
 82  96  70  75  92  97  92  76  86  93  98  85  97  88  73  85  91  93  79  96  88  73
 87  96  71  95  81 100  80  99  67  82  86  90  88  86  97  99  88  90 100  93  95  99
 73  91  97  92  92  98 100  83  97  72  96  83  94  99  92  93  83  97  76  94  89  91
 82  90  98 100  89 100  74  72  65  94  75  85  94  95  92  80  99  97  86  98  94  99
 95  97  93  83  96  94  98  98  90  76  73  95  97 100  90  81  63  99  94  98 100  97
 96  80  84  97  82  87  97  69  89  95  84  80  97  64  81  97  93  93  95  92  98  93
 90  98  97  66  85  90  97  84  92  83  94  87  80  91  72  84  94  88  81  90  99  88
 93  85  97  79  82  85  99  98  75  84  74  93  72  88  85  81  92  84  78  65  91  88
 79  89  79  69  84  97  81 100  92  93  97  88  97  99  97  87  92  82  83  89  82  74
 92  94  86  70  94  98  71  90  96  87  80  88  99  54  63  87  97  89  97  76  72  97
 78  70  98  93  79  97  84  96  79  77  78  96  75  77 100  85  81  93  98  98  83  86
 73  94  97  90  97  88  97  99  94  98  96  91  70  89  86  89  67  92  96  96  75  89
 98  87  99  90  79  95  91  90 100  73  71  86  66  93 100  93  93  84  65  81  86  94
100  88  96  93  86  77  89  91  75  98  74  91  92  94  98  82  74  97  92  82  64  98
 89  80  96  95  87  92  92  95  99  98  94  97  82  95  83  90  96  85  94  94  79  80
 98  85  71  86  98  78  67  96  79  89  87  76  91  84  90 100  97  90  75  90  96  96
 99  99  98  91  97  79  92  83  82  98  85  93  95  93  83  86  84  62  84  92  80  91
 71  95  97  87  80 100  82  93  97  76  89  89  89  79  88  84  76  80  80  96  68  76
 89  86  83  91  73  99  97  92  79  72  85  87  93  88  97  91  78  91  99  98 100  80
 87  84  90  99  99  73  93  99  97  97  95  99  76  91  77  98  89  98  86  99  96  94
 97  82  98  94  82  81  79  97  82  93  89  93  84 100  84  88  98  99  94  74  99  98
 94  92  86  75  76  88 100  92  90  82  91  81  84  92  94  95  99  72  98  94  77  90
 83  95  83  87  77  99  96  87  96  81  87  87  92  93  91  83 100  86  88  77  98  93
 66  93  87  99  83  80  89  89  76  87  80  89  85  97  90  88  66  71  73  90  90  82
 90  93 100  90  80  93  98  76  76 100  98  88 100  75  85  97  74  94  91  77 100  91
 92  79  95  89  98  87  93  93  82  99  92  80  97  98  84  98  94  95  76  98  96  78
 58  82  79  87 100 100  70  98  79  80  92  82 100  89  74  85  88  98  92  82  81  99
 93  80  94  92  92  89  82  90  98  89  81  92  86  94  97  96  80  88  82  97 100  91
 87 100  96  99  90  89  74  89  87  84  64  73  85  90  97  96  93  90  97  85  67  88
 89  79  84  94  83  95  85  77  94  95  83  79  93  92  89  82  88  87  87  90  92  94
 74  89  90  99  97  86  88  93  82  57  99 100  83  71  95  73  90  72  82  97  97  69
 88  90 100  92  89  80  90  77  99  90  92  96  92  93  89  95  85  82  70  90  83  90
 80 100  86  91  91  73  85  98  99  92  80  82  77  79  91  82  86  96  82  97  84  94
 78 100  90  83  93  70  74  71  76  93  99  87  94  80  79  99  94  84  92  85  98  91
 87  91  96  88  86  95  85  98  88  99  64 100  99  82  96  80  91  80  94  96  95  91
 83  86  73  75  96  67  73  95 100  94  99 100  94  93  94  86  77  95  89  78  93  94
 91  90  82  75  99  73  97  92  84  98  84  75  69  84  79  69  86  98  84  92  81  98
 75  90  95  76 100 100  99  87  72  90  87 100  93  86  99  86  75  87  97  93  98  99
 89  99  90  79 100  89  96  85  91  98  99  65  79  65  80  99  97  88  54  70 100  86
 99  95  81  82  88  89  93  97  95  93  93 100  77  81  94  95  96 100  97  99  84  82
 96  96  88  71  87  95  95  83  87  64  90  80  93  82  77  82  83 100  80  89  77  94
 93  84  91  97  90  99  63  76  75  96  97  83  96  78  86  96  97  87  84  98  97  78
 96  62 100  98  91  89  94  98  96  82  99  91  96  90  97  77  86  89  79  89

